target_id	length	eff_length	est_counts	tpm
YLR373C_mRNA	2706	2547.46	1502	14.7611
YDR093W_mRNA	4839	4680.46	7228.89	38.6669
YDR071C_mRNA	576	417.491	3444	206.525
YBR256C_mRNA	717	558.461	1965	88.0899
YMR150C_mRNA	573	414.519	748	45.1766
YHR112C_mRNA	1137	978.461	1590	40.6827
YNR003W-A_mRNA	99	13.9105	0	0
YPL077C_mRNA	723	564.461	296	13.1285
YOR177C_mRNA	1395	1236.46	123	2.49047
YPR016W-A_mRNA	261	111.358	329	73.9656
YIL156W_mRNA	3216	3057.46	1873	15.3368
YOR166C_mRNA	1377	1218.46	1373	28.2108
YDL143W_mRNA	1587	1428.46	10469	183.482
YOR006C_mRNA	942	783.461	1335	42.66
YOR324C_mRNA	1809	1650.46	1079.5	16.3748
YKL009W_mRNA	711	552.461	4591	208.047
YIR012W_mRNA	1296	1137.46	8161	179.624
YGR287C_mRNA	1770	1611.46	312.845	4.86034
YLR092W_mRNA	2682	2523.46	1283	12.7288
YNL307C_mRNA	1128	969.461	4019	103.787
YNL131W_mRNA	459	300.719	4176	347.662
YLL018C-A_mRNA	297	143.266	501	87.5489
YDR032C_mRNA	597	438.491	6891	393.439
YKL108W_mRNA	1362	1203.46	573	11.9201
YPL272C_mRNA	1554	1395.46	535	9.59826
YMR067C_mRNA	1251	1092.46	958	21.9541
YMR179W_mRNA	2277	2118.46	984	11.6287
YNL265C_mRNA	897	738.461	445.715	15.1108
YOL024W_mRNA	519	360.556	44	3.05518
YOR033C_mRNA	2109	1950.46	1545	19.8311
YOL033W_mRNA	1611	1452.46	1082	18.65
YMR126C_mRNA	1029	870.461	410	11.7921
YOL070C_mRNA	1506	1347.46	1626	30.2107
YOR116C_mRNA	4383	4224.46	10801	64.0102
YPR050C_mRNA	414	256.038	165.043	16.138
YGL244W_mRNA	1677	1518.46	1043	17.1964
YGL057C_mRNA	864	705.461	628	22.2866
YBR162W-A_mRNA	198	62.586	1175	470.021
YNL175C_mRNA	1212	1053.46	1556.13	36.9815
YNL042W_mRNA	1191	1032.46	536	12.9971
YIL112W_mRNA	3252	3093.46	1863	15.0773
YDR063W_mRNA	450	291.787	1016	87.1733
YOL067C_mRNA	534	375.532	809	53.9335
YOR145C_mRNA	825	666.461	3653.2	137.232
YKR097W_mRNA	1650	1491.46	330	5.53935
YBL077W_mRNA	432	273.844	935.618	85.5368
YDL166C_mRNA	594	435.491	879	50.5319
YLR066W_mRNA	555	396.519	1054	66.5477
YGL187C_mRNA	468	309.698	919	74.2905
YBR156C_mRNA	2097	1938.46	590	7.61994
YBL012C_mRNA	402	244.188	411.636	42.2031
YOR304C-A_mRNA	231	87.1563	225	64.631
YPR108W-A_mRNA	213	73.5	130	44.2805
YOR192C_mRNA	1800	1641.46	432.235	6.59244
YML032C_mRNA	1416	1257.46	2946	58.6536
YNL022C_mRNA	1473	1314.46	2123	40.4351
YEL034C-A_mRNA	603	444.491	26397	1486.78
YJR117W_mRNA	1362	1203.46	6769	140.815
YBL008W-A_mRNA	240	94.2628	5	1.32796
YBR297W_mRNA	1407	1248.46	512.316	10.2735
YLR146W-A_mRNA	189	56.3441	255	113.305
YER155C_mRNA	6504	6345.46	13281	52.3992
YIL025C_mRNA	375	217.595	3	0.345166
YML018C_mRNA	1182	1023.46	2887	70.6207
YHR027C_mRNA	2982	2823.46	22629	200.65
YDR004W_mRNA	1383	1224.46	866	17.7064
YNL056W_mRNA	594	435.491	743	42.7136
YGR180C_mRNA	1038	879.461	11501	327.398
YML081W_mRNA	3756	3597.46	5180	36.0488
YGR116W_mRNA	4356	4197.46	8930.1	53.2631
YDR151C_mRNA	978	819.461	1102	33.6674
YDR037W_mRNA	1776	1617.46	19761	305.866
YLR175W_mRNA	1452	1293.46	8777	169.883
YER050C_mRNA	417	259.012	1167	112.8
YGL181W_mRNA	1191	1032.46	1674	40.5918
YMR003W_mRNA	597	438.491	234	13.3602
YDL175C_mRNA	1035	876.461	560	15.996
YHR214C-E_mRNA	300	146.044	24	4.11418
YER031C_mRNA	672	513.461	1893	92.2996
YAR033W_mRNA	705	546.461	470.961	21.5766
YGR202C_mRNA	1275	1116.46	1363	30.5639
YPR070W_mRNA	1701	1542.46	1308	21.23
YKL071W_mRNA	771	612.461	558	22.8093
YOL109W_mRNA	342	185.615	10952	1477.19
YJR057W_mRNA	651	492.461	835	42.4494
YMR221C_mRNA	1515	1356.46	2378	43.8896
YPL176C_mRNA	2352	2193.46	3485	39.7768
YDR286C_mRNA	345	188.534	295	39.1733
YJR160C_mRNA	1809	1650.46	211.13	3.20258
YER037W_mRNA	966	807.461	1375	42.6322
YKL075C_mRNA	1353	1194.46	600.973	12.5962
YOR078W_mRNA	645	486.461	1475	75.9103
YGL127C_mRNA	384	226.44	655	72.4177
YGR203W_mRNA	447	288.787	413	35.8037
YMR257C_mRNA	2403	2244.46	1036	11.5559
YPL220W_mRNA	654	495.461	9250.43	467.422
YOR134W_mRNA	1230	1071.46	591	13.8092
YAR069C_mRNA	294	140.542	11.5	2.04856
YAR019W-A_mRNA	333	176.988	9.37605	1.32627
YKL206C_mRNA	804	645.461	1156	44.8378
YDR172W_mRNA	2058	1899.46	10229	134.822
YNL011C_mRNA	1335	1176.46	572	12.1724
YOR131C_mRNA	657	498.461	466	23.4051
YGL150C_mRNA	4470	4311.46	5703	33.1158
YEL049W_mRNA	363	205.913	99.0018	12.0369
YLR402W_mRNA	192	58.421	155	66.4232
YML068W_mRNA	1395	1236.46	683	13.8292
YKL195W_mRNA	1212	1053.46	4648	110.46
YNL329C_mRNA	3093	2934.46	2837	24.204
YKL130C_mRNA	741	582.461	451	19.385
YNL074C_mRNA	1359	1200.46	1903	39.6869
YLR158C_mRNA	1089	930.461	2247	60.4591
YLL051C_mRNA	2139	1980.46	3091	39.0741
YBR189W_mRNA	588	429.491	13822.4	805.723
YEL006W_mRNA	1008	849.461	1635	48.1871
YKL064W_mRNA	2910	2751.46	3180	28.9348
YBL096C_mRNA	309	154.366	64.9728	10.5375
YJL134W_mRNA	1230	1071.46	1154	26.9641
YOR368W_mRNA	1206	1047.46	850	20.316
YCR073W-A_mRNA	948	789.461	2085	66.1199
YOL111C_mRNA	639	480.461	858	44.7081
YDL174C_mRNA	1764	1605.46	1943	30.2991
YER100W_mRNA	753	594.461	1718	72.353
YJL219W_mRNA	1704	1545.46	246.194	3.98819
YJL081C_mRNA	1470	1311.46	2795	53.356
YOR168W_mRNA	2430	2271.46	10683	117.746
YOR226C_mRNA	471	312.678	820.727	65.7141
YPL065W_mRNA	729	570.461	352	15.448
YJL054W_mRNA	1437	1278.46	2970	58.1602
YPL074W_mRNA	2265	2106.46	1475	17.5305
YAR070C_mRNA	300	146.044	0	0
YDR080W_mRNA	2979	2820.46	1434	12.7287
YCR039C_mRNA	633	474.461	145.08	7.65531
YER181C_mRNA	324	168.452	32	4.75587
YNL093W_mRNA	663	504.461	64	3.17621
YJR137C_mRNA	4329	4170.46	4513	27.0918
YDR503C_mRNA	825	666.461	862	32.3809
YLR314C_mRNA	1563	1404.46	3276	58.397
YDR069C_mRNA	2781	2622.46	1843	17.5943
YBR011C_mRNA	864	705.461	19483	691.416
YMR117C_mRNA	642	483.461	264	13.671
YGR134W_mRNA	3369	3210.46	2480	19.3393
YLR438C-A_mRNA	270	119.219	146	30.6594
YLR209C_mRNA	936	777.461	1090	35.0998
YLR019W_mRNA	1194	1035.46	2324	56.19
YNR047W_mRNA	2682	2523.46	2706	26.8465
YOL162W_mRNA	648	489.461	64	3.27355
YER015W_mRNA	2235	2076.46	527	6.35395
YDR047W_mRNA	1089	930.461	2355	63.365
YFR008W_mRNA	666	507.461	207	10.2123
YGR095C_mRNA	672	513.461	1306	63.6784
YKR026C_mRNA	918	759.461	2627	86.5987
YER129W_mRNA	3429	3270.46	3200	24.4961
YDR215C_mRNA	414	256.038	106	10.3647
YGR214W_mRNA	759	600.461	12406	517.254
YKL076C_mRNA	384	226.44	122.027	13.4915
YMR060C_mRNA	984	825.461	675	20.4722
YDR267C_mRNA	993	834.461	1138	34.1423
YDR142C_mRNA	1128	969.461	861	22.2346
YLR123C_mRNA	330	174.106	41.8699	6.02068
YPL032C_mRNA	2478	2319.46	2448	26.4229
YNL183C_mRNA	2373	2214.46	1716	19.4002
YKL188C_mRNA	2562	2403.46	390	4.06241
YPL167C_mRNA	4515	4356.46	1323	7.60296
YLR353W_mRNA	1812	1653.46	1025	15.5198
Q0032_mRNA	291	137.818	0	0
YCL032W_mRNA	1041	882.461	580	16.4547
YDL212W_mRNA	633	474.461	3519	185.684
YLR361C_mRNA	1737	1578.46	1819	28.8506
YBL041W_mRNA	726	567.461	6064	267.535
YMR144W_mRNA	1029	870.461	401	11.5332
YGR269W_mRNA	327	171.286	80	11.693
YKL196C_mRNA	603	444.491	5138	289.393
YLL033W_mRNA	693	534.461	275	12.8817
YBL081W_mRNA	1107	948.461	263	6.94213
YOR334W_mRNA	1413	1254.46	792.011	15.8063
YNL057W_mRNA	333	176.988	359.688	50.879
YPR185W_mRNA	2217	2058.46	1174	14.2785
YJL038C_mRNA	660	501.461	193	9.63556
YGR176W_mRNA	348	191.457	144.168	18.8518
YMR068W_mRNA	1281	1122.46	485	10.8175
YNL238W_mRNA	2445	2286.46	5255	57.5394
YER172C-A_mRNA	381	223.485	87.8594	9.84229
YDR249C_mRNA	1122	963.461	612	15.9028
YFL002C_mRNA	1821	1662.46	2245	33.8082
YPR160C-A_mRNA	285	132.42	0	0
YLR389C_mRNA	3084	2925.46	4504	38.5443
YJR056C_mRNA	711	552.461	909	41.1926
YJL072C_mRNA	642	483.461	467	24.1831
YOR241W_mRNA	1647	1488.46	2244	37.7435
YGL263W_mRNA	1143	984.461	33	0.839213
YJR152W_mRNA	1632	1473.46	360	6.11675
YLR438W_mRNA	1275	1116.46	4836.49	108.454
YLR290C_mRNA	834	675.461	583	21.6085
YOR245C_mRNA	1257	1098.46	1678	38.2441
YPL038W_mRNA	534	375.532	505	33.6668
YIL100W_mRNA	354	197.197	16.5355	2.0993
YLR270W_mRNA	1053	894.461	2437	68.2104
YOL009C_mRNA	816	657.461	501	19.0776
YLR194C_mRNA	765	606.461	5386	222.341
YOR153W_mRNA	4536	4377.46	94455	540.206
YGR057C_mRNA	729	570.461	744	32.6515
YOR358W_mRNA	729	570.461	403	17.6862
YPR145W_mRNA	1719	1560.46	23227.9	372.661
YBR089C-A_mRNA	300	146.044	1411.94	242.041
YPL165C_mRNA	1122	963.461	370	9.61444
YDL209C_mRNA	1020	861.461	728	21.1569
YGL074C_mRNA	327	171.286	198.776	29.0535
YFL055W_mRNA	1677	1518.46	359	5.91899
YBR103C-A_mRNA	144	29.7409	1	0.841787
YBR296C_mRNA	1725	1566.46	135	2.1576
YHR214W_mRNA	612	453.476	156.24	8.62567
YNL154C_mRNA	1641	1482.46	4648	78.4945
YDR044W_mRNA	987	828.461	1359	41.068
YNL267W_mRNA	3201	3042.46	3333	27.4263
YHR188C_mRNA	1833	1674.46	5444	81.3954
YLR006C_mRNA	2139	1980.46	1677	21.1994
YJL142C_mRNA	393	235.332	170.647	18.1541
YPL193W_mRNA	1146	987.461	864	21.9054
YGR007W_mRNA	972	813.461	2080	64.0152
YDR311W_mRNA	1929	1770.46	1424	20.1363
YJL192C_mRNA	705	546.461	4374	200.39
YKR105C_mRNA	1749	1590.46	497	7.8233
YGR241C_mRNA	1707	1548.46	1264.97	20.452
YPL003W_mRNA	1389	1230.46	953	19.3902
YDL159C-B_mRNA	177	48.7579	0	0
YOR335W-A_mRNA	81	10.2007	0	0
YEL072W_mRNA	696	537.461	216	10.0615
YOR170W_mRNA	306	151.595	75.7782	12.5146
YLR223C_mRNA	3258	3099.46	4818	38.9168
YDR222W_mRNA	1248	1089.46	1288	29.5979
YJR001W_mRNA	1809	1650.46	4029	61.1151
YLR195C_mRNA	1368	1209.46	2975	61.5817
YCR049C_mRNA	447	288.787	491.354	42.5964
YKL109W_mRNA	1665	1506.46	3844	63.8825
YEL075C_mRNA	369	211.731	59.6652	7.05493
YER048W-A_mRNA	285	132.42	1471	278.11
YHL023C_mRNA	3441	3282.46	2303	17.5651
YHR099W_mRNA	11235	11076.5	16579	37.4726
YJR110W_mRNA	2067	1908.46	1126	14.7711
YFL034C-B_mRNA	864	705.461	815	28.9229
YML097C_mRNA	1356	1197.46	936	19.5691
YOR267C_mRNA	2280	2121.46	1689.87	19.9423
YPL178W_mRNA	627	468.461	1470	78.5598
YER051W_mRNA	1479	1320.46	728	13.8026
YDR510C-A_mRNA	117	18.5027	32	43.2984
YJL190C_mRNA	393	235.332	11446	1217.67
YDR401W_mRNA	564	405.519	17.9881	1.11053
YCR076C_mRNA	753	594.461	1034	43.5466
YER171W_mRNA	2337	2178.46	2342	26.915
YFR023W_mRNA	1836	1677.46	52	0.776082
YLL067W-A_mRNA	483	324.656	0	0
YDR207C_mRNA	2511	2352.46	963	10.2485
YDL005C_mRNA	1296	1137.46	500	11.005
YPL013C_mRNA	366	208.816	759	90.9987
YDR295C_mRNA	2025	1866.46	1125	15.09
YAL054C_mRNA	2142	1983.46	831	10.489
YLR398C_mRNA	3864	3705.46	5968	40.3221
YOR081C_mRNA	2250	2091.46	1326	15.8727
YPR012W_mRNA	255	106.264	59	13.9002
YDR543C_mRNA	300	146.044	0	0
YNL014W_mRNA	3135	2976.46	548.897	4.61686
YLR418C_mRNA	1182	1023.46	1127	27.5683
YMR182C_mRNA	636	477.461	207	10.854
YOL145C_mRNA	3234	3075.46	4585	37.3238
YPR042C_mRNA	3228	3069.46	3617	29.5014
YDL208W_mRNA	471	312.678	2720	217.785
YER078C_mRNA	1536	1377.46	1398	25.4088
YGR127W_mRNA	939	780.461	791	25.3736
YOL156W_mRNA	1704	1545.46	649.692	10.5246
YMR295C_mRNA	594	435.491	3705.76	213.037
YAL067C_mRNA	1782	1623.46	178	2.74495
YGL219C_mRNA	1380	1221.46	814.338	16.691
YBL040C_mRNA	660	501.461	2828	141.188
YKR071C_mRNA	1047	888.461	3666	103.302
YOR322C_mRNA	2457	2298.46	3183	34.6702
YER169W_mRNA	2391	2232.46	3688	41.3584
YMR181C_mRNA	465	306.709	464	37.8747
YML080W_mRNA	1272	1113.46	1799	40.4495
YLR010C_mRNA	483	324.656	170	13.1094
YMR194C-B_mRNA	222	80.2497	252	78.6165
YLR307W_mRNA	906	747.461	72	2.41157
YGL061C_mRNA	744	585.461	340	14.5391
YOL044W_mRNA	1152	993.461	533	13.4318
YGR083C_mRNA	1956	1797.46	3698	51.5067
YMR140W_mRNA	1470	1311.46	1401	26.7448
YHR196W_mRNA	1728	1569.46	3988	63.6153
YPL103C_mRNA	1407	1248.46	1002	20.0932
YBR165W_mRNA	834	675.461	893	33.0985
YMR058W_mRNA	1911	1752.46	18857	269.39
YOR054C_mRNA	2025	1866.46	882.843	11.8419
YPR028W_mRNA	543	384.519	8300	540.402
YLR356W_mRNA	594	435.491	614	35.2976
YBL026W_mRNA	288	135.094	997	184.763
YPR039W_mRNA	336	179.898	12.8628	1.79005
YDR135C_mRNA	4548	4389.46	16321	93.0877
YFR001W_mRNA	615	456.476	635	34.8267
YGL038C_mRNA	1443	1284.46	2454	47.8311
YCL057C-A_mRNA	294	140.542	1290	229.794
YOL031C_mRNA	1266	1107.46	1971	44.5569
YMR076C_mRNA	3834	3675.46	1627	11.0824
YPR089W_mRNA	2667	2508.46	3156	31.4982
YLR431C_mRNA	1362	1203.46	643	13.3763
YOR034C-A_mRNA	243	96.6137	123	31.873
YAL059W_mRNA	639	480.461	1407.17	73.324
YLR109W_mRNA	531	372.532	84339	5667.9
YOR306C_mRNA	1566	1407.46	4061	72.2359
YPL075W_mRNA	2358	2199.46	3307	37.6422
YJL182C_mRNA	318	162.799	6	0.922688
YIR026C_mRNA	1095	936.461	2023	54.0833
YKL168C_mRNA	2175	2016.46	991	12.3038
YOR261C_mRNA	1017	858.461	4943	144.154
YFL023W_mRNA	2391	2232.46	1855	20.8026
YMR239C_mRNA	1416	1257.46	1247	24.8272
YDL114W_mRNA	927	768.461	17	0.553839
YGL047W_mRNA	609	450.476	1027	57.0762
YFL020C_mRNA	369	211.731	142	16.7903
YMR242C_mRNA	518	359.556	10528	733.054
YGR244C_mRNA	1284	1125.46	3459	76.9444
YMR306C-A_mRNA	390	232.363	59.571	6.41835
YLR364W_mRNA	330	174.106	320	46.0143
YEL003W_mRNA	336	179.898	531	73.8968
YLR106C_mRNA	14733	14574.5	21326	36.6331
YMR193C-A_mRNA	387	229.41	476	51.946
YCR053W_mRNA	1545	1386.46	8650	156.194
YGR289C_mRNA	1851	1692.46	208.211	3.07994
YLR083C_mRNA	2004	1845.46	6149	83.4173
YCL008C_mRNA	1158	999.461	466	11.6728
YEL077W-A_mRNA	483	324.656	0	0
YLR274W_mRNA	2328	2169.46	2628	30.327
YLR413W_mRNA	2028	1869.46	13576	181.808
YPR196W_mRNA	1413	1254.46	416.684	8.31584
YGL089C_mRNA	363	205.913	129	15.6842
YLR412C-A_mRNA	207	69.015	5	1.81377
YMR114C_mRNA	1107	948.461	353	9.31777
YJL099W_mRNA	2241	2082.46	1573	18.9107
YMR009W_mRNA	540	381.519	844	55.3838
YEL017C-A_mRNA	132	24.1016	1772.25	1840.93
YNL078W_mRNA	1224	1065.46	2862	67.2494
YBR082C_mRNA	447	288.787	8796	762.542
YLR340W_mRNA	939	780.461	26611.6	853.642
YGL180W_mRNA	2694	2535.46	2308	22.7895
Q0115_mRNA	1554	1395.46	11.9034	0.213556
YCR072C_mRNA	1548	1389.46	3790	68.2888
YMR088C_mRNA	1689	1530.46	2235	36.5605
YBR280C_mRNA	1914	1755.46	821	11.7087
YBR061C_mRNA	933	774.461	1538	49.718
YLR055C_mRNA	1809	1650.46	1333	20.22
YKL102C_mRNA	306	151.595	100	16.5148
YLR254C_mRNA	570	411.519	336	20.4412
YJL090C_mRNA	2295	2136.46	1177	13.7923
YDR247W_mRNA	1386	1227.46	518	10.5652
YBL016W_mRNA	1062	903.461	1335	36.9938
YIR025W_mRNA	1107	948.461	105	2.77157
YNL209W_mRNA	1842	1683.46	31076.6	462.155
YMR253C_mRNA	1245	1086.46	791	18.2272
YHR177W_mRNA	1362	1203.46	236	4.90949
YCR057C_mRNA	2772	2613.46	11108	106.409
YMR103C_mRNA	363	205.913	251	30.5174
YAL005C_mRNA	1929	1770.46	416590	5890.87
YER133W_mRNA	939	780.461	4859	155.866
YOR293W_mRNA	318	162.799	10463	1609.01
YKR090W_mRNA	2121	1962.46	1840	23.4733
YIR042C_mRNA	711	552.461	79	3.57999
YPR077C_mRNA	372	214.653	62.7891	7.32325
Q0297_mRNA	156	36.0915	307	212.956
YCL044C_mRNA	1254	1095.46	534	12.204
YBR175W_mRNA	948	789.461	1701.13	53.9465
YGR146C_mRNA	636	477.461	1040	54.5321
YER152W-A_mRNA	567	408.519	250.671	15.362
YMR254C_mRNA	309	154.366	39	6.32512
YJL055W_mRNA	738	579.461	3424	147.933
YGL149W_mRNA	306	151.595	43	7.10135
YLR121C_mRNA	1527	1368.46	4591	83.9908
YJL085W_mRNA	1872	1713.46	996	14.5526
YBR029C_mRNA	1374	1215.46	4513	92.9568
YGL242C_mRNA	546	387.519	1832	118.356
YCL033C_mRNA	507	348.568	1026	73.6914
YNL253W_mRNA	1269	1110.46	977	22.0266
YOR062C_mRNA	807	648.461	331	12.7791
YOR339C_mRNA	471	312.678	201	16.0937
YNL173C_mRNA	1101	942.461	1298	34.4801
YDL197C_mRNA	1578	1419.46	900	15.8736
YBL057C_mRNA	627	468.461	1590	84.9729
YER060W_mRNA	1587	1428.46	1213	21.2593
YKR036C_mRNA	1932	1773.46	1449	20.4552
YKL202W_mRNA	582	423.491	26.6118	1.57321
YCL030C_mRNA	2400	2241.46	3947	44.0852
YDR229W_mRNA	1362	1203.46	977	20.3245
YCL068C_mRNA	783	624.461	0	0
YPL024W_mRNA	726	567.461	742	32.7359
YER186C_mRNA	921	762.461	710	23.313
YBR298C-A_mRNA	222	80.2497	5.71429	1.78269
YJR109C_mRNA	3357	3198.46	5048	39.5125
YBR192W_mRNA	1134	975.461	1444	37.0607
YMR303C_mRNA	1047	888.461	659.033	18.5706
YIL075C_mRNA	2838	2679.46	20398	190.589
YGR106C_mRNA	798	639.461	6089	238.39
YCL035C_mRNA	333	176.988	3995	565.106
YGR004W_mRNA	1389	1230.46	885	18.0066
YKR084C_mRNA	1836	1677.46	3698	55.1914
YGR209C_mRNA	315	159.936	7834	1226.29
YDR095C_mRNA	411	253.08	20	1.97846
YHR174W_mRNA	1314	1155.46	461568	10000.9
YCR008W_mRNA	1812	1653.46	4983	75.449
YKL216W_mRNA	945	786.461	3289	104.699
YPR008W_mRNA	2085	1926.46	3861	50.176
YJL167W_mRNA	1059	900.461	7814	217.253
YER188W_mRNA	720	561.461	92	4.10228
YPR071W_mRNA	636	477.461	714	37.4384
YNL066W_mRNA	1263	1104.46	10160	230.303
YMR316W_mRNA	1011	852.461	1621.01	47.6068
YOR067C_mRNA	1734	1575.46	1912	30.3834
YGR052W_mRNA	1110	951.461	176	4.63104
YEL045C_mRNA	426	267.898	153	14.2981
YLL042C_mRNA	504	345.568	91	6.59272
YOR312C_mRNA	518	359.556	13262	923.42
YGR158C_mRNA	753	594.461	1439	60.603
YGR003W_mRNA	2235	2076.46	1714	20.6654
YJL127C_mRNA	1923	1764.46	1326	18.8143
YOR094W_mRNA	552	393.519	614	39.0624
YPL182C_mRNA	384	226.44	167.232	18.4894
YBR302C_mRNA	1140	981.461	1297.04	33.0854
YML017W_mRNA	1782	1623.46	3222	49.6867
YLR157W-D_mRNA	213	73.5	83.5459	28.4574
YHR199C-A_mRNA	222	80.2497	350	109.19
YNL321W_mRNA	2727	2568.46	2054	20.0209
YPR062W_mRNA	477	318.667	1448	113.76
YJR004C_mRNA	1953	1794.46	791	11.0357
YLR211C_mRNA	681	522.461	244	11.6921
YKR055W_mRNA	876	717.461	754	26.3105
YBR254C_mRNA	528	369.532	708	47.9665
YOL135C_mRNA	669	510.461	220	10.7899
YOL105C_mRNA	1671	1512.46	637	10.5442
YHR034C_mRNA	1035	876.461	607	17.3385
YDR027C_mRNA	2670	2511.46	1732	17.2655
YOR329W-A_mRNA	210	71.219	12	4.21834
YPL277C_mRNA	1464	1305.46	452.531	8.67843
YGR219W_mRNA	342	185.615	357.154	48.1724
YGL247W_mRNA	594	435.491	432	24.8348
YDL106C_mRNA	1680	1521.46	856	14.0854
YBR204C_mRNA	1128	969.461	905	23.3709
YHR179W_mRNA	1203	1044.46	36327	870.751
YER022W_mRNA	2064	1905.46	1285	16.8834
YDR404C_mRNA	516	357.556	1877	131.425
YMR104C_mRNA	2034	1875.46	975	13.0153
YBR220C_mRNA	1683	1524.46	1921.13	31.5499
YJL036W_mRNA	1272	1113.46	1205	27.0937
YER148W-A_mRNA	579	420.491	48.5658	2.89155
YOR197W_mRNA	1299	1140.46	5482	120.341
YGR170W_mRNA	3417	3258.46	2493	19.1543
YDR256C_mRNA	1548	1389.46	790	14.2343
YMR309C_mRNA	2439	2280.46	16904	185.577
YFL067W_mRNA	528	369.532	88.1406	5.97147
YML133W-A_mRNA	576	417.491	206.527	12.3847
YOL104C_mRNA	1059	900.461	962	26.7465
YDR518W_mRNA	1554	1395.46	1734	31.1091
YBR222C_mRNA	1632	1473.46	4737	80.4862
YKL219W_mRNA	1224	1065.46	1053	24.7427
YLR400W_mRNA	474	315.667	271.838	21.5594
YJL150W_mRNA	303	148.814	16	2.69174
YLR105C_mRNA	1134	975.461	794	20.3783
YLR142W_mRNA	1431	1272.46	348	6.84686
YNR054C_mRNA	951	792.461	929	29.3491
YDR055W_mRNA	1335	1176.46	9004	191.608
YOR262W_mRNA	1044	885.461	1372	38.7919
YCR091W_mRNA	2163	2004.46	298	3.72199
YBR290W_mRNA	966	807.461	1120	34.7259
YER157W_mRNA	2406	2247.46	1846	20.5635
YBR162C_mRNA	1368	1209.46	10212	211.386
YLR376C_mRNA	729	570.461	226	9.91834
YFR031C-A_mRNA	765	606.461	16194.6	668.533
YLR318W_mRNA	2655	2496.46	710	7.12017
YDL087C_mRNA	786	627.461	597	23.8201
YGR246C_mRNA	1791	1632.46	1246	19.1087
YDR177W_mRNA	648	489.461	2397	122.605
YAL068W-A_mRNA	255	106.264	0	0
YMR155W_mRNA	1644	1485.46	674	11.3594
YFL010C_mRNA	636	477.461	3365.5	176.469
YBR167C_mRNA	423	264.951	290	27.4024
YMR313C_mRNA	1929	1770.46	2747	38.8444
YPR125W_mRNA	1365	1206.46	1934.37	40.1405
YPR131C_mRNA	588	429.491	911	53.1032
YHR014W_mRNA	876	717.461	119	4.15246
YJL168C_mRNA	2202	2043.46	1792.39	21.9595
YDL014W_mRNA	984	825.461	8201	248.729
YOR167C_mRNA	204	66.7829	6304	2363.24
YDR289C_mRNA	1230	1071.46	747.488	17.4656
YNR072W_mRNA	1695	1536.46	274.991	4.48078
YNR076W_mRNA	363	205.913	48.4298	5.88825
YIL068W-A_mRNA	384	226.44	39.9824	4.4205
YDL159W_mRNA	1548	1389.46	1012.55	18.2443
YKL020C_mRNA	3249	3090.46	2891	23.4197
YLR239C_mRNA	987	828.461	681	20.5794
YBL033C_mRNA	1038	879.461	1776	50.5572
YER014C-A_mRNA	462	303.719	0	0
YDR532C_mRNA	1158	999.461	330	8.26618
YOL015W_mRNA	1761	1602.46	151	2.3591
YJR036C_mRNA	2679	2520.46	395.757	3.93102
YBR228W_mRNA	915	756.461	582	19.2616
YNR031C_mRNA	4740	4581.46	3992	21.8144
YHR171W_mRNA	1893	1734.46	561	8.09757
YGL183C_mRNA	660	501.461	33	1.64753
YEL076C-A_mRNA	651	492.461	0	0
YMR028W_mRNA	1101	942.461	585	15.5399
YDR137W_mRNA	1992	1833.46	1343	18.3384
YBR263W_mRNA	1473	1314.46	5681	108.202
YJL162C_mRNA	1752	1593.46	618	9.70965
YEL038W_mRNA	684	525.461	1812	86.3325
YDL153C_mRNA	1833	1674.46	1278.8	19.1198
YJR106W_mRNA	2178	2019.46	1344	16.6617
YKL178C_mRNA	1413	1254.46	172.452	3.44165
YBR250W_mRNA	1572	1413.46	145	2.56827
YPL221W_mRNA	2382	2223.46	8499	95.6963
YKL067W_mRNA	462	303.719	3791	312.492
YGR160W_mRNA	612	453.476	1506.65	83.1789
Q0130_mRNA	231	87.1563	3103	891.333
YHR121W_mRNA	564	405.519	1082	66.7994
YKL097C_mRNA	411	253.08	9	0.890309
YPR073C_mRNA	486	327.624	1467	112.101
YDR393W_mRNA	1371	1212.46	1007	20.7931
YCR108C_mRNA	192	58.421	0	0
YNL110C_mRNA	663	504.461	1721	85.4102
YNL232W_mRNA	879	720.461	1951	67.7959
YJR043C_mRNA	1053	894.461	616	17.2415
YDR506C_mRNA	1827	1668.46	876	13.1445
YDL219W_mRNA	453	294.739	663	56.3162
YOR161C_mRNA	1620	1461.46	1639	28.0768
YDL090C_mRNA	1296	1137.46	816	17.9602
YKL095W_mRNA	837	678.461	482	17.786
YOR393W_mRNA	1314	1155.46	51.0098	1.10524
YMR154C_mRNA	2184	2025.46	828	10.2344
YPL262W_mRNA	1467	1308.46	8375	160.244
YOR105W_mRNA	327	171.286	156.296	22.8446
YCR042C_mRNA	4224	4065.46	2176	13.4
YHR116W_mRNA	456	297.739	848	71.3045
YIL063C_mRNA	984	825.461	981	29.7529
YKR031C_mRNA	5052	4893.46	4374	22.3779
YLR262C-A_mRNA	195	60.5364	610	252.272
YNL262W_mRNA	6669	6510.46	3613	13.8935
YNL142W_mRNA	1500	1341.46	667	12.4481
YDR033W_mRNA	963	804.461	26516	825.201
YGR204C-A_mRNA	114	17.5392	29	41.3948
