"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"PRAIS",0,0,0,NA,1
"PRAIi",0,0,0,NA,1
"PRAMPC",0,0,0,NA,1
"PRASCSi",0,0,0,NA,1
"PRATPP",0,0,0,NA,1
"PRFGS",0,0,0,NA,1
"PRMICI",0,0,0,NA,1
"PRO1xm",0,0.00583600649151851,12.5110129573497,1.46477726667398e-25,1.18078983742086e-24
"PROt2r",0.111375930988347,0.117211937479867,0.0736813726979252,1.0642000444951e-22,4.24605068258146e-22
"PROt2r_rev",0,0,0,NA,1
"PROtm",0,0.00583600649151851,12.5110129573497,1.46477726667398e-25,1.18078983742086e-24
"PRPPS",0,0,0,NA,1
"PSCVT",0,0,0,NA,1
"PSERDm_SC",7.10046918869245e-05,7.10046918869256e-05,2.05019296244153e-14,5.4387990161934e-11,8.80461316146062e-11
"PSERDv_SC",0,0,0,NA,1
"PSERS_SC",0.00825006896209013,0.00825006896209992,1.7131924942392e-12,4.74917498977813e-10,7.65683314678515e-10
"PSERS_SC_rev",0,0,0,NA,1
"PSERSm_SC",0,0,0,NA,1
"PSERT",0,0,0,NA,1
"PSP_L",0,0,0,NA,1
"PStm_SC",7.10046918869245e-05,7.10046918869256e-05,2.08222722747968e-14,2.58091882645008e-11,4.59217538940442e-11
"PStm_SC_rev",0,0,0,NA,1
"PStv_SC",0,0,0,NA,1
"PTPATi",0,0,0,NA,1
"PTRCt3i",0.2363961490155,0.328135614704674,0.47308394761501,0.000178795102743574,0.00022781956639907
"PTRCtex2",0.2363961490155,0.328135614704674,0.47308394761501,0.000178795102743574,0.00022781956639907
"PUNP1",0,0,0,NA,1
"PUNP1_rev",1.07917813412865,1.17535601392673,0.12316468179971,0.744085027497319,0.75750924191093
"PUNP2",0.000588979011043651,0,-9.20451982017825,4.12691260175848e-05,5.50719755977906e-05
"PUNP2_rev",0.473749637685713,0.412321993036326,-0.200352970390895,0.510080284445656,0.531614016770539
"PUNP3",0,0,0,NA,1
"PUNP3_rev",0.034228406156549,0.0333992545932325,-0.0353771636794622,0.0108797251427735,0.0124204954664611
"PUNP4",0.000829151563307513,0,-9.69723094752373,1.49148553460884e-07,2.24006382574332e-07
"PUNP5",1.04485156480354,1.1418147499488,0.128030484369934,0.759595977853292,0.76933438782577
"PUNP5_rev",0,0,0,NA,1
"PUNP6",0.473945964022728,0.412321993037067,-0.200950711769831,0.674608636220191,0.688554034384949
"PUNP7",0,0,0,NA,1
"PYDAMK",0,0,0,NA,1
"PYK",14.8883675449712,15.3449870131584,0.0435818455741452,7.79484007016099e-22,1.52535651381295e-21
"PYNP2r",0,0,0,NA,1
"PYNP2r_rev",0.0731771518761758,0.0747916087871309,0.031482725350489,3.74011671349922e-08,5.79351412483212e-08
"PYR5CDm",0,0,0,NA,1
"PYRDC",11.3643707389092,12.536522664206,0.14161941984464,1.39275040595975e-19,2.68359224562976e-19
"PYRDC2",0.656284802708773,0.199126825381299,-1.72062939194239,0.128522611576986,0.140238761251131
"PYRt",0,0,0,NA,1
"PYRt2",0,0,0,NA,1
"PYRt2m",2.38980854965469,1.76320925404151,-0.438691131427521,3.77702876895326e-11,6.69025275218178e-11
"PYRt2m_rev",0,0,0,NA,1
"QUILSYN",0,0,0,NA,1
"QULNS",0,0,0,NA,1
"RBFSa",0.0013389456183473,0.00133894561834617,-1.2116960750685e-12,6.09999821515084e-05,8.03166431661527e-05
"RBFSb",0.000669472809219568,0.000669472809219579,2.37053561282302e-14,4.30969165787427e-11,7.06360250979393e-11
"RBK",0,0,0,NA,1
"RNDR1",0.00204179390495089,0.00157519164408696,-0.374100701502761,0.215077622086736,0.230232142884176
"RNDR2",0.00245211594929436,0.00162296438666981,-0.595095431363454,0.164208871158111,0.177705490705353
"RNDR3",0,0,0,NA,1
"RNDR4",0.00244295405358234,0.00405741096502267,0.731697800766491,6.70514328772137e-12,1.20937515920089e-11
"RNTR1",0.00117795802208633,0.000859254934996225,-0.454676182353014,0.292160356796614,0.309392334945476
"RNTR2",0,0,0,NA,1
"RNTR3",0,0,0,NA,1
"RNTR4",0,0,0,NA,1
"RPE",0,0,0,NA,1
"RPE_rev",0.0927085303166827,0.0940733273357742,0.0210834165041786,7.76631373210381e-22,1.52535651381295e-21
"RPI",0,0,0,NA,1
"RPI_rev",0.0953778621984805,0.0946954636838084,-0.0103590213853713,7.78912679012649e-22,1.52535651381295e-21
"R_TM_ac_c_sink",0.350770960604992,0.348207796520892,-0.0105807796580802,7.73221403660493e-22,1.52535651381295e-21
"R_TM_ala__L_c_sink",0.275914347892626,0.273664223463512,-0.0118135962714377,7.80055736177764e-22,1.52535651381295e-21
"R_TM_arg__L_c_sink",0.0756790970077653,0.0749817998182341,-0.0133542418400061,1.44019401345064e-28,1.89625545104334e-27
"R_TM_asn__L_c_sink",0.0343865579280963,0.0355120877778019,0.0464641398279809,2.70562485832586e-23,1.17441958136123e-22
"R_TM_asp__L_c_sink",0.19507665171539,0.201144357580754,0.0441899301852147,1.44019401345064e-28,1.89625545104334e-27
"R_TM_cit_c_sink",0.00010272367052841,0.0001053579638705,0.036182897771688,1.44019401345064e-28,1.89625545104334e-27
"R_TM_etoh_c_sink",0.00013440635402204,0.00011049591200964,-0.28030462501111,1.44019401345064e-28,1.89625545104334e-27
"R_TM_fdp_c_sink",1e-04,1e-04,0,NA,1
"R_TM_g3pc_c_sink",0.00010136218790278,1e-04,-0.0193275961948041,1.44019401345064e-28,1.89625545104334e-27
"R_TM_glc__D_c_sink",4.88036481821832,4.99434763587289,0.0333072415368275,7.78455905263246e-22,1.52535651381295e-21
"R_TM_gln__L_c_sink",1,0.919592986391452,-0.120932505879217,1.44019401345064e-28,1.89625545104334e-27
"R_TM_glu__L_c_sink",1.16677492065713,1.09390524427865,-0.0930384240601341,3.87317667010283e-23,1.59365081738606e-22
"R_TM_gly_c_sink",0.0981893453522042,0.099741695401737,0.0226300129542269,3.00787121923141e-23,1.29142296912653e-22
"R_TM_glyc_c_sink",0.00010551620452978,0.00010919254932992,0.0489537520518579,1.44019401345064e-28,1.89625545104334e-27
"R_TM_gthrd_c_sink",0.00011436683081901,0.00010937893237208,-0.0637636571526605,1.44019401345064e-28,1.89625545104334e-27
"R_TM_his__L_c_sink",0.0224171955814433,0.0224171955814436,2.11426149251783e-14,4.30969165787427e-11,7.06360250979393e-11
"R_TM_ile__L_c_sink",0.0741066212800225,0.0837516587050899,0.176513071205605,3.18688307879547e-22,1.17646618329366e-21
"R_TM_lac__L_c_sink",0.00010081114654497,1e-04,-0.0115402270300651,1.44019401345064e-28,1.89625545104334e-27
"R_TM_leu__L_c_sink",0.101461519989218,0.10121928193899,-0.00344849979230349,2.34560292021189e-28,2.98875210801192e-27
"R_TM_lys__L_c_sink",0.0967692515144657,0.0967692515144671,2.11426149251783e-14,4.30969165787427e-11,7.06360250979393e-11
"R_TM_nad_c_sink",14.6972607135461,15.0359904324701,0.0328726107484075,7.79484007016099e-22,1.52535651381295e-21
"R_TM_phe__L_c_sink",0.0452739440174247,0.0452739440174254,2.11426149251783e-14,4.30969165787427e-11,7.06360250979393e-11
"R_TM_pro__L_c_sink",0.0556879654941737,0.0586059687399337,0.0736807277632822,2.70562485832586e-23,1.17441958136123e-22
"R_TM_ser__L_c_sink",0.120909726184174,0.137395373515625,0.184401691646509,2.53362675585467e-22,9.531262557739e-22
"R_TM_succ_c_sink",1e-04,1e-04,0,NA,1
"R_TM_thm_c_sink",0.00010820345305162,0.00010450023616207,-0.0497722470979008,1.44019401345064e-28,1.89625545104334e-27
"R_TM_tre_c_sink",0.137976652927719,0.137976652927719,0,0.982055968020037,0.982055968020037
"R_TM_udpg_c_sink",2.0090338273284,2.33356562271179,0.216034082536924,7.78798461527298e-22,1.52535651381295e-21
"R_TM_val__L_c_sink",0.0941043989445798,0.0960020174825702,0.0288022575212259,3.7325535168822e-28,4.60737074740146e-27
"SACCD1",0,0,0,NA,1
"SACCD2",0,0,0,NA,1
"SADT",0,0,0,NA,1
"SAM24MT",0,0,0,NA,1
"SBTD_D2",0,0,0,NA,1
"SBTR",0,0,0,NA,1
"SBT_Dt",0,0,0,NA,1
"SBT_Dt_rev",0,0,0,NA,1
"SERAT",0,0,0,NA,1
"SERD_L",0.0200364069686623,0.0768681048792679,1.93970804662214,1.77023558094552e-08,2.77477402568841e-08
"SERt2m",0,0,0,NA,1
"SERt2m_rev",0,0,0,NA,1
"SERt2r",0.241819452368348,0.274790747031249,0.184402407480203,3.44960146922169e-22,1.21660051816301e-21
"SERt2r_rev",0,0,0,NA,1
"SHK3Dr",0,0,0,NA,1
"SHKK",0,0,0,NA,1
"SHSL1",0,0,0,NA,1
"SHSL4r",0,0,0,NA,1
"SLFAT",0,0,0,NA,1
"SLFAT_rev",0,0,0,NA,1
"SO3ti",0,0,0,NA,1
"SO4ti",0.0135247032165571,0.0135247032165572,2.11426149251783e-14,4.30969165787427e-11,7.06360250979393e-11
"SPMDAT1",0,0,0,NA,1
"SPMDt3i",0.233680876306035,0.236986832829033,0.0202671445656654,0.177755229827638,0.191316936735469
"SPMDtex2",0.233680876306035,0.236986832829033,0.0202671445656654,0.177755229827638,0.191316936735469
"SPMS",0,0,0,NA,1
"SPRMS",0,0,0,NA,1
"SQ23EPXter",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"SQLEr",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"SQLS",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"SQLter",0.00148771735381688,0.00148771735379194,-2.41666495449821e-11,0.000822077652223083,0.000986992925921331
"SSALy",0,0,0,NA,1
"SUCCt2r",0,0,0,NA,1
"SUCCt2r_rev",0,0,0,NA,1
"SUCCtm",0,0,0,NA,1
"SUCD1m",2e-04,2e-04,0,NA,1
"SUCD1m_rev",0,0,0,NA,1
"SUCD2_u6m",5.1725115129822,5.04078198599966,-0.0372173848676497,7.77201099265844e-22,1.52535651381295e-21
"SUCD2_u6m_rev",0,0,0,NA,1
"SUCD3_u6m",0,0,0,NA,1
"SUCD3_u6m_rev",0,0,0,NA,1
"SUCFUMtm",2e-04,2e-04,0,NA,1
"SUCOASm",5.1725115129822,5.04078198599966,-0.0372173848676487,7.77543126922574e-22,1.52535651381295e-21
"SULR",0,0,0,NA,1
"TAGL_SC",0,0,0,NA,1
"TALA",0,0,0,NA,1
"TALA_rev",7.52207426344748,7.75140469578357,0.0433272212412037,7.79598320747168e-22,1.52535651381295e-21
"THFATm",0,0,0,NA,1
"THIORDXi",0,0,0,NA,1
"THMP",5.41017265258144e-05,5.22501180810358e-05,-0.0493127995930423,1.68098384945302e-26,1.702534924446e-25
"THRA",0,0,0,NA,1
"THRD_L",1.87056859021755,1.87056859021755,-1.60171325190746e-15,4.30969165787427e-11,7.06360250979393e-11
"THRD_Lm",0,0,0,NA,1
"THRS",0,0,0,NA,1
"THRt2m",0,0,0,NA,1
"THRt2r",2,2,0,NA,1
"THRt2r_rev",0,0,0,NA,1
"THYMt3r",0.00243444657898005,0,-11.2499706229684,3.55199195214619e-25,2.09408480760857e-24
"TKT1",0,0,0,NA,1
"TKT1_rev",0.0463542651579974,0.0470366636679888,0.0210831907603668,7.62293654376765e-22,1.52535651381295e-21
"TKT2",0,0,0,NA,1
"TKT2_rev",0.0463542651586857,0.047036663665347,0.0210831906579176,7.59501278685888e-22,1.52535651381295e-21
"TMDK1",0.00243444657898027,0,-11.2499706229686,1.20310417258998e-25,1.13149082898344e-24
"TMDPK",5.41017265258144e-05,5.22501180810358e-05,-0.0493127995930426,1.68098384945302e-26,1.702534924446e-25
"TMDPP",0,0,0,NA,1
"TMDPP_rev",0.00243444657898005,0,-11.2499706229684,3.55199195214619e-25,2.09408480760857e-24
"TMDS",0,0.00243444657857964,11.2499706227312,5.81271250857487e-28,6.75300423790316e-27
"TMN",0,0,0,NA,1
"TMPK",5.41017265258144e-05,5.22501180810358e-05,-0.0493127995930426,1.68098384945302e-26,1.702534924446e-25
"TMPPP",0,0,0,NA,1
"TPI",7.45890181184056,7.6875556447133,0.0435617068527351,7.78341751898741e-22,1.52535651381295e-21
"TPI_rev",0,0,0,NA,1
"TRDR",0.00811482192991737,0.0081148219310678,2.04504505590497e-10,0.00145562653873199,0.00173184482770824
"TRE6PP",0,0,0,NA,1
"TRE6PS",0,0,0,NA,1
"TREH",0.260129403092066,0.260129403092066,-1.28137060152597e-15,0.849376545574523,0.85587687628045
"TREHv",0.0760626381785528,0.179838759178817,1.24143315790429,7.73788734829581e-22,1.52535651381295e-21
"TREt2",0.35201594403399,0.455792065034255,0.372734100506506,7.79598320747168e-22,1.52535651381295e-21
"TREt2v",0.0760626381785528,0.179838759178817,1.24143315790429,7.73788734829581e-22,1.52535651381295e-21
"TRIGS_SC",0.0044631520614501,0.00446315206142272,-8.85010640211662e-12,7.00363705354889e-08,1.0806393109968e-07
"TRPO2",0,0,0,NA,1
"TRPS1",0,0,0,NA,1
"TRPTA",0,0,0,NA,1
"TRPt2r",0.019205078567511,0.0192050785675113,2.08222722747968e-14,1.8119919512816e-11,3.23862814821824e-11
"TRPt2r_rev",0,0,0,NA,1
"TTDCAtr",0,0,0,NA,1
"TTDCAtr_rev",0,0,0,NA,1
"TYRNFT",0,0.000335126760041176,8.39286159419352,1.46477726667398e-25,1.18078983742086e-24
"TYRTAi",0,0,0,NA,1
"TYRTAim",0,0,0,NA,1
"TYRt2m",0,0,0,NA,1
"TYRt2r",0.068975986404441,0.0696462399245244,0.0139510818625746,3.800787159843e-22,1.2722973967271e-21
"TYRt2r_rev",0,0,0,NA,1
"TYRt6",0.0380313190892764,0.0130528131656809,-1.54275461677307,1.27305114388572e-12,2.30667523777458e-12
"TYRt7",0.0380313190892764,0.0130528131656809,-1.54275461677307,1.27305114388572e-12,2.30667523777458e-12
"UGLT",0,0,0,NA,1
"UGLT_rev",0,0,0,NA,1
"UMPK",0.0326706657425874,0.0342851226532512,0.069584750624167,7.34533958644065e-07,1.07859075711675e-06
"UNK3",0,0,0,NA,1
"UPPRT",0,0,0,NA,1
"URAt2",0,0,0,NA,1
"UREA2t2",0,0,0,NA,1
"UREA2t2_rev",0.0426872036704946,0.0412926092914306,-0.0479189313143469,3.11170647824114e-25,1.89096009062346e-24
"UREASE",0,0,0,NA,1
"URIDK2r",0,0,0,NA,1
"URIDK2r_rev",0.00244295405358231,0.00405741096534772,0.731697800882059,1.87122474096802e-16,3.43783150084821e-16
"URIK1",0.0329869692855553,0.039808436934943,0.271170496660589,0.0119161926952903,0.0135645421171172
"URIK2",0.0401901825906204,0.0349831718518972,-0.200176687604078,0.879333451009429,0.883808430403879
"UTPH1",0,0,0,NA,1
"VALTA",0.00927697433410983,0.013072211410088,0.494731819681605,3.11170647824114e-25,1.89096009062346e-24
"VALTA_rev",0,0,0,NA,1
"VALTAim",0,0,0,NA,1
"VALt2m",0,0,0,NA,1
"VALt2r",0.18820879788916,0.19200403496514,0.0288024090364658,2.26943414100242e-23,1.03037527091489e-22
"VALt2r_rev",0,0,0,NA,1
"XANt",0,0,0,NA,1
"XANt_rev",0,0,0,NA,1
"XPPT",0,0,0,NA,1
"ZYMSTt",0,0,0,NA,1
"ZYMSTt_rev",0,0,0,NA,1
